"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date"
"Lvs33915","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي مش عايزة اي بدايل","675","80","755","2024-11-07 13:42:03","2024-11-06 15:42:52"
"Lvs33976","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","350","50","400","2024-11-07 12:56:27","2024-11-07 10:11:30"
"Lvs34042","REPEATED_ORDER","Randa","طلب العميلة بالالغاء","1223.2","90","1313.2","2024-11-07 12:28:21","2024-11-07 10:11:39"
"Lvs33754","BROUGHT_FROM_STORE","Nermin ","ملغي هتستري من الفرع","500","50","550","2024-11-07 11:25:22","2024-11-05 16:40:31"
"Lvs33854","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","560","50","610","2024-11-07 10:28:01","2024-11-06 10:13:15"
"Lvs33758","INVENTORY","Nermin ","ملغي مش عايزة بدايل","798","50","848","2024-11-07 08:50:07","2024-11-05 18:23:41"
"Lvs33848","INVENTORY","Nermin ","ملغي برغبتها","448","50","498","2024-11-06 15:46:57","2024-11-06 10:13:12"
"Lvs33907","OTHER","Mostafa","ملغي","1815","50","1865","2024-11-06 14:27:23","2024-11-06 14:05:44"
"Lvs33417","INVENTORY","Noor","نواقص هتشترى من فرع المقطم","560","55","615","2024-11-06 13:17:02","2024-11-03 16:19:10"
"Lvs33747","REPEATED_ORDER","Randa","طلب العميلة بالالغاء","750","0","750","2024-11-06 13:15:21","2024-11-05 16:20:22"
"Lvs33669","REPEATED_ORDER","Nermin ","ملغي مكرر","1645","50","1695","2024-11-06 13:04:27","2024-11-05 10:12:12"
"Lvs33805","INVENTORY","Nermin ","ومش عايزة بدايل ملغي لعدم وجود القطعة","560","50","610","2024-11-06 12:29:40","2024-11-06 10:13:12"
"Lvs33832","INVENTORY","Nermin ","ملغي مش عايزة اي بدايل","1482.8","50","1532.8","2024-11-06 12:16:24","2024-11-06 10:13:12"
"Lvs33716","INVENTORY","Nermin ","ملغي لعدم وجود ردالرقم غلط","500","50","550","2024-11-06 11:28:58","2024-11-05 14:06:43"
"Lvs33870","INVENTORY","Nermin ","ملغي مش عايزة البديل","325","50","375","2024-11-06 11:23:00","2024-11-06 10:13:15"
"Lvs33891","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","500","50","550","2024-11-06 10:50:32","2024-11-06 12:41:15"
"Lvs33834","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","500","90","590","2024-11-06 09:51:11","2024-11-06 10:13:12"
"Lvs33756","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1130","90","1220","2024-11-06 09:41:39","2024-11-05 18:23:41"
"Lvs33782","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","440","50","490","2024-11-06 09:24:52","2024-11-06 10:13:02"
"Lvs33397","INVENTORY","Randa","طلب العميلة بالالغاء","960","80","1040","2024-11-06 08:18:34","2024-11-03 12:43:33"
"Lvs33055","OTHER","Nermin ","ملغي لعدم وجود رد","656","50","706","2024-11-05 15:10:49","2024-11-02 10:08:00"
"Lvs33048","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","384","50","434","2024-11-05 14:36:35","2024-11-02 10:07:53"
"Lvs33684","INVENTORY","Nermin ","ملغي مش عايزة اي بدايل","1615","50","1665","2024-11-05 13:56:01","2024-11-05 10:12:12"
"Lvs33490","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","195","50","245","2024-11-05 13:54:12","2024-11-04 10:06:23"
"Lvs33638","BROUGHT_FROM_STORE","Nermin ","ملغي اشترت من فرع التجمع","7096","60","7156","2024-11-05 13:43:57","2024-11-05 10:12:09"
"Lvs33611","INVENTORY","Nermin ","ملغي مش عايزة بديل","150","50","200","2024-11-05 13:42:25","2024-11-04 18:36:48"
"Lvs33700","INVENTORY","Noor","نواقص محتاجه الاوردر كامل","931","50","981","2024-11-05 13:34:53","2024-11-05 11:11:40"
"Lvs33667","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","130","50","180","2024-11-05 13:22:51","2024-11-05 10:12:12"
"Lvs33597","INVENTORY","Noor","نواقص محتاجه الاوردر كامل","1075","80","1155","2024-11-05 13:15:47","2024-11-04 18:36:48"
"Lvs33704","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","553","60","613","2024-11-05 13:09:04","2024-11-05 11:41:17"
"Lvs33603","INVENTORY","Nermin ","ملغي عايزة نفس القطعة ومش عايزة اي بدايل","553","60","613","2024-11-05 11:45:35","2024-11-04 18:36:48"
"Lvs33543","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","50","725","2024-11-05 11:39:27","2024-11-04 11:54:32"
"Lvs33683","INVENTORY","Noor","نواقص القطعة غير متاحة  محتاجة نفس الشكل","790","50","840","2024-11-05 11:37:51","2024-11-05 10:12:12"
"Lvs33560","INVENTORY","Noor","نواقص طلبت الالغاء طالبه اوردر تانى","420","50","470","2024-11-05 11:03:00","2024-11-04 15:39:35"
"Lvs33703","REPEATED_ORDER","Samar Hamdy","العميله طلبت الغاء الاوردر","160","80","240","2024-11-05 10:48:33","2024-11-05 11:41:17"
"Lvs33582","INVENTORY","Nermin ","ملغي مش عايزة بدايل","256","95","351","2024-11-05 10:43:18","2024-11-04 15:39:39"
"Lvs33657","INVENTORY","Nermin ","ملغي مش عايزة بديل","392","50","442","2024-11-05 10:05:51","2024-11-05 10:12:09"
"Lvs33662","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","781","60","841","2024-11-05 09:46:21","2024-11-05 10:12:09"
"Lvs33637","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","450","50","500","2024-11-05 09:40:29","2024-11-05 10:12:09"
"Lvs33479","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","406","50","456","2024-11-05 09:39:38","2024-11-04 10:06:23"
"Lvs33686","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","300","50","350","2024-11-05 09:39:34","2024-11-05 10:12:12"
"Lvs33578","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","1250","90","1340","2024-11-05 09:26:25","2024-11-04 15:39:39"
"Lvs33465","INVENTORY","Nermin ","ملغي بعتلناها بدايل كتير جدا لكن هبي  مش عايزة بدايل","575","90","665","2024-11-05 09:02:51","2024-11-04 10:06:23"
"Lvs33241","OTHER","Mostafa","ملغي","1378","80","1458","2024-11-04 16:41:13","2024-11-02 16:30:59"
"Lvs33488","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","270","50","320","2024-11-04 16:01:44","2024-11-04 10:06:23"
"Lvs33529","INVENTORY","Noor","نواقص هتشترى من الفرع","620","80","700","2024-11-04 16:00:12","2024-11-04 10:06:29"
"Lvs33556","INVENTORY","Nermin ","ملغي مش عايزة بدايل","553","50","603","2024-11-04 15:09:50","2024-11-04 15:39:35"
"Lvs33571","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","طلبت بالغلط ومش عايزة وهتبقي تعمل اوردر تاني","950","50","1000","2024-11-04 15:04:34","2024-11-04 15:39:39"
"Lvs33566","INVENTORY","Nermin ","ملغي مش عايزة الابيض","500","90","590","2024-11-04 15:00:37","2024-11-04 15:39:39"
"Lvs33581","INVENTORY","Nermin ","ملغي مش عايزة بدايل","575","50","625","2024-11-04 14:56:53","2024-11-04 15:39:39"
"Lvs33561","INVENTORY","Nermin ","ملغي عايزة نفس اللون","620","90","710","2024-11-04 14:51:22","2024-11-04 15:39:35"
"Lvs33550","INVENTORY","Nermin ","ملغيمش عايزة بديل","675","80","755","2024-11-04 14:44:16","2024-11-04 12:30:11"
"Lvs33358","INVENTORY","Nermin ","ملغي مش عايزة تشحن بقطعة ومش عايزة بدايل لان الوان دي عندها","944","50","994","2024-11-04 13:59:03","2024-11-03 10:18:32"
"Lvs33503","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","890","60","950","2024-11-04 13:55:26","2024-11-04 10:06:29"
"Lvs33587","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء هتعمل اوردر تاني","346","95","441","2024-11-04 13:52:57","2024-11-04 15:39:40"
"Lvs33290","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","180","95","275","2024-11-04 13:20:56","2024-11-02 19:24:53"
"Lvs33551","INVENTORY","Nermin ","ملغي مش عايزة بديل وطلبت الغائه","1075","50","1125","2024-11-04 13:14:30","2024-11-04 12:30:11"
"Lvs33551","INVENTORY","Nermin ","ملغي مش عايزة بديل وطلبت الغائه","1075","50","1125","2024-11-04 13:14:29","2024-11-04 12:30:11"
"Lvs33467","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","256","95","351","2024-11-04 13:09:14","2024-11-04 10:06:23"
"Lvs33410","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1145","60","1205","2024-11-04 12:54:14","2024-11-03 14:52:24"
"Lvs33534","INVENTORY","Nermin ","ملغي مش عايزة البديل","1081","60","1141","2024-11-04 12:51:09","2024-11-04 10:06:29"
"Lvs33545","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","180","60","240","2024-11-04 12:50:13","2024-11-04 11:54:32"
"Lvs33436","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","320","60","380","2024-11-04 12:48:48","2024-11-04 10:06:16"
"Lvs33523","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","575","50","625","2024-11-04 12:45:29","2024-11-04 10:06:29"
"Lvs33544","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","900","50","950","2024-11-04 12:44:19","2024-11-04 11:54:32"
"Lvs33259","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","80","755","2024-11-04 12:16:35","2024-11-02 16:30:59"
"Lvs33421","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","1200","50","1250","2024-11-04 11:43:41","2024-11-03 16:19:10"
"Lvs33369","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","1350","60","1410","2024-11-04 11:43:39","2024-11-03 10:18:32"
"Lvs33516","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","65","50","115","2024-11-04 11:37:49","2024-11-04 10:06:29"
"Lvs33432","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","575","60","635","2024-11-04 11:02:12","2024-11-04 10:06:16"
"Lvs33507","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","575","50","625","2024-11-04 11:00:06","2024-11-04 10:06:29"
"Lvs33340","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","850","50","900","2024-11-04 10:59:20","2024-11-03 10:18:32"
"Lvs33518","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","685","80","765","2024-11-04 10:51:04","2024-11-04 10:06:29"
"Lvs33463","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","640","60","700","2024-11-04 10:39:09","2024-11-04 10:06:23"
"Lvs33448","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","220","50","270","2024-11-04 10:38:17","2024-11-04 10:06:23"
"Lvs33418","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","288","80","368","2024-11-04 10:36:51","2024-11-03 16:19:10"
"Lvs33453","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","675","50","725","2024-11-04 10:33:30","2024-11-04 10:06:23"
"Lvs33275","INVENTORY","Nermin ","ملغي برغبة العميلة","864","50","914","2024-11-04 10:32:44","2024-11-04 11:23:09"
"Lvs33400","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","500","50","550","2024-11-04 10:31:54","2024-11-03 14:52:24"
"Lvs33266","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","840","50","890","2024-11-04 10:22:51","2024-11-02 19:24:48"
"Lvs33108","INVENTORY","Noor","نواقص القطعة غير متاحة","250","60","310","2024-11-04 10:08:51","2024-11-02 10:08:09"
"Lvs33313","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","300","90","390","2024-11-04 10:05:32","2024-11-02 23:10:54"
"Lvs33379","INVENTORY","Nermin ","ملغي مش عايزة البديل","450","50","500","2024-11-04 09:58:01","2024-11-03 11:04:31"
"Lvs33474","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","625","50","675","2024-11-04 09:39:30","2024-11-04 10:06:23"
"Lvs33517","CUSTOMER_REQUEST","Noor","رغبة العميلة  بلغت على الميل","1580","50","1630","2024-11-04 08:33:47","2024-11-04 10:06:29"
"Lvs33390","INVENTORY","Nermin ","ملغي لعدم وجود القطع","1175","60","1235","2024-11-04 08:30:37","2024-11-03 12:25:39"
"Lvs33342","INVENTORY","Nermin ","ملغي لعدم وجود الرد","527","50","577","2024-11-04 08:14:52","2024-11-03 10:18:32"
"Lvs33176","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","150","50","200","2024-11-03 15:49:34","2024-11-02 10:08:16"
"Lvs33052","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","1255","90","1345","2024-11-03 15:28:19","2024-11-02 10:07:53"
"Lvs33388","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","80","755","2024-11-03 15:22:34","2024-11-03 12:25:39"
"Lvs33307","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","525","50","575","2024-11-03 15:20:58","2024-11-02 23:10:54"
"Lvs33018","INVENTORY","Nermin ","ملغي لعدم وجود القطع ومش عايزة بدايل","495","90","585","2024-11-03 14:50:22","2024-11-01 14:53:37"
"Lvs33363","INVENTORY","Noor","نواقص القطعة غير متاحة","420","60","480","2024-11-03 12:59:40","2024-11-03 10:18:32"
"Lvs33373","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","805","60","865","2024-11-03 12:43:46","2024-11-03 11:04:31"
"Lvs33107","INVENTORY","Noor","نواقص اشترت من فرع مدينتى","1000","50","1050","2024-11-03 12:28:33","2024-11-02 10:08:09"
"Lvs33387","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","675","50","725","2024-11-03 11:58:43","2024-11-03 12:25:39"
"Lvs32998","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","195","50","245","2024-11-03 10:58:58","2024-11-01 14:53:31"
"Lvs33288","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","1100","50","1150","2024-11-03 10:51:14","2024-11-02 19:24:53"
"Lvs33309","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","493","50","543","2024-11-03 10:50:46","2024-11-02 23:10:54"
"Lvs33104","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","232","50","282","2024-11-03 10:09:25","2024-11-02 10:08:09"
"Lvs33111","INVENTORY","Noor","نواقص القطعة غير متاحة","500","95","595","2024-11-03 09:57:40","2024-11-02 10:08:09"
"Lvs33196","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","880","50","930","2024-11-03 09:53:44","2024-11-02 10:08:16"
"Lvs33026","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","660","60","720","2024-11-03 09:34:33","2024-11-01 14:53:37"
"Lvs33372","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1695","60","1755","2024-11-03 09:31:46","2024-11-03 11:04:31"
"Lvs33183","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","553","50","603","2024-11-03 08:43:43","2024-11-02 10:08:16"
"Lvs33137","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","500","50","550","2024-11-03 08:31:19","2024-11-02 10:08:09"
"Lvs33152","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","715","50","765","2024-11-03 08:26:32","2024-11-02 10:08:09"
"Lvs33161","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","928","50","978","2024-11-03 08:24:59","2024-11-02 10:08:16"
"Lvs33202","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","50","725","2024-11-02 15:27:13","2024-11-02 10:08:16"
"Lvs33212","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","675","80","755","2024-11-02 15:20:30","2024-11-02 11:11:29"
"Lvs33140","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","975","50","1025","2024-11-02 15:14:32","2024-11-02 10:08:09"
"Lvs33122","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","500","80","580","2024-11-02 15:13:25","2024-11-02 10:08:09"
"Lvs33135","CUSTOMER_REQUEST","Noor","رغبة العميلة","615","60","675","2024-11-02 13:58:18","2024-11-02 10:08:09"
"Lvs33023","REPEATED_ORDER","Noor","مكرر","1222","60","1282","2024-11-02 13:57:11","2024-11-01 14:53:37"
"Lvs33093","CUSTOMER_REQUEST","Zinab","ملغي","383","60","443","2024-11-02 12:59:39","2024-11-02 10:08:00"
"Lvs33229","CUSTOMER_REQUEST","Yara","طلب العميلة","60","60","120","2024-11-02 12:56:37","2024-11-02 13:51:46"
"Lvs33031","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","525","50","575","2024-11-02 12:37:46","2024-11-01 14:53:37"
"Lvs33086","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1275","80","1355","2024-11-02 12:03:33","2024-11-02 10:08:00"
"Lvs33032","INVENTORY","Nermin ","ملغي برغبة العميلة ومش عايزة بدايل","1826","60","1886","2024-11-02 11:43:43","2024-11-01 14:53:37"
"Lvs33013","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1735","80","1815","2024-11-02 10:56:56","2024-11-01 14:53:37"
"Lvs33056","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1211","50","1261","2024-11-02 10:56:13","2024-11-02 10:08:00"
"Lvs33038","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة كانت باعته علي الانستجرام انها عايزة تلغيه","444","90","534","2024-11-02 10:46:15","2024-11-01 14:53:37"
